customer_id,usual_amount_avg,usual_hours,usual_countries,usual_devices,usual_channel,account_creation_date,last_profile_update,issuer_bank,daily_limit,currency,timezone,segment
CU-0587,1575.72,10-21,ES,,web,2020-06-26,2025-12-11T00:20:38,CABK,10944.13,EUR,Europe/Madrid,premium
CU-0588,3515826.62,08-19,AR,D-0588,web,2020-03-03,2025-12-28T06:00:24,SAN,11694988.67,ARS,America/Argentina/Buenos_Aires,premium
CU-0589,2179861.63,07-19,AR,D-0589,mobile,2023-10-05,2025-12-09T01:33:59,GAL,8857478.48,ARS,America/Argentina/Buenos_Aires,premium
CU-0590,20500.42,09-22,MX,D-0590,web,2020-03-10,2025-12-05T13:25:20,BBVA,89706.77,MXN,America/Tijuana,retail
CU-0591,402970.73,10-20,AR,D-0591,mobile,2020-05-03,2025-12-20T14:30:12,SAN,1323948.93,ARS,America/Argentina/Buenos_Aires,retail
CU-0592,554058.24,11-19,CO,D-0592,mobile,2022-06-14,2025-12-25T10:07:07,BAN,3520389.17,COP,America/Bogota,retail
CU-0593,14803.37,08-22,MX,D-0593,mobile,2023-08-26,2025-12-14T17:56:28,BBVA,69124.52,MXN,America/Monterrey,retail
CU-0594,7361148.25,09-21,AR,D-0594,web,2024-06-07,2025-12-23T08:39:28,GAL,43520399.48,ARS,America/Argentina/Buenos_Aires,business
CU-0595,1266.59,10-18,ES,D-0595,web,2020-09-27,2025-12-24T12:25:28,CABK,5084.43,EUR,Europe/Madrid,business
CU-0596,8541.42,10-22,PE,D-0596,mobile,2021-04-09,2025-12-27T13:01:24,BCP,50426.66,PEN,America/Lima,premium
CU-0597,13728.78,07-21,MX,D-0597,web,2024-03-06,2025-12-29T05:52:01,BAN,46500.17,MXN,America/Tijuana,retail
CU-0598,1009.63,10-21,US,D-0598,web,2025-10-25,2025-12-16T19:00:00,JPM,3312.67,USD,America/Denver,retail
CU-0599,325.47,06-20,PE,D-0599,mobile,2022-08-22,2025-12-12T12:25:12,BCP,2528.80,PEN,America/Lima,retail
CU-0600,998383.92,09-20,CL,D-0600,web,2022-06-15,2025-12-16T14:56:33,BCI,7867694.72,CLP,America/Santiago,retail
CU-0601,10190.37,08-22,PE,D-0601,web,2025-10-14,2025-12-10T10:17:33,IBK,46338.80,PEN,America/Lima,premium
CU-0602,5080.81,08-20,PE,D-0602,mobile,2025-10-08,2025-12-17T00:36:47,IBK,29585.41,PEN,America/Lima,premium
CU-0603,1093.03,09-21,US,D-0603,mobile,2024-04-13,2025-12-01T23:34:47,BAC,4201.33,USD,America/Chicago,retail
CU-0604,193.90,07-20,ES,D-0604,web,2025-12-09,2025-12-27T21:23:42,SAN,683.17,EUR,Europe/Madrid,retail
CU-0605,2743.26,09-21,ES,D-0605,mobile,2025-11-23,2025-12-18T17:15:40,BBVA,15704.92,EUR,Europe/Madrid,premium
CU-0606,313802.53,09-22,AR,D-0606,mobile,2021-05-17,2025-12-16T18:08:30,GAL,1283927.93,ARS,America/Argentina/Buenos_Aires,retail
CU-0607,881.19,11-20,PE;US,D-0607,web,2021-07-26,2025-12-15T18:19:01,IBK,5691.51,PEN,America/Lima,retail
CU-0608,10520.63,09-21,PE,D-0608,web,2023-03-05,2025-12-17T09:31:09,IBK,79441.07,PEN,America/Lima,premium
CU-0609,4239.31,06-18,,D-0609,mobile,2023-02-09,2025-12-30T17:13:24,IBK,17790.95,PEN,America/Lima,retail
CU-0610,877296.38,10-21,AR,D-0610,mobile,2021-09-17,2025-12-12T06:15:10,GAL,2755243.62,ARS,America/Argentina/Buenos_Aires,retail
CU-0611,2063906.86,11-22,CO,D-0611,mobile,2021-10-20,2025-12-26T15:24:56,DAV,12342612.91,COP,America/Bogota,retail
CU-0612,19167.10,09-21,MX,D-0612,web,2023-02-12,2025-12-05T21:04:30,BBVA,121026.80,MXN,America/Mexico_City,premium
CU-0613,238.29,11-19,US,D-0613,mobile,2024-03-26,2025-12-25T08:25:01,BAC,1071.62,USD,America/Denver,retail
CU-0614,641746.06,09-20,AR,D-0614,web,2020-02-22,2025-12-09T11:30:43,SAN,4200113.31,ARS,America/Argentina/Buenos_Aires,retail
CU-0615,330.26,10-19,US,D-0615,mobile,2023-10-24,2025-12-11T01:36:29,WFC,1495.90,USD,America/Denver,retail
CU-0616,2158719.20,08-19,AR,D-0616,web,2025-10-25,2025-12-21T05:42:59,GAL,9712879.30,ARS,America/Argentina/Buenos_Aires,premium
CU-0617,11872.39,07-20,PE,D-0617,web,2021-10-18,2025-12-21T03:39:51,BBVA,60011.52,PEN,America/Lima,premium
CU-0618,949.11,07-20,ES,D-0618,web,2024-12-08,2025-12-02T14:08:50,SAN,3969.53,EUR,Europe/Madrid,retail
CU-0619,16569273.95,08-20,CO,D-0619,mobile,2021-11-19,2025-12-18T09:28:38,BAN,112866680.84,COP,America/Bogota,business
CU-0620,16549.29,07-21,PE,D-0620,mobile,2024-10-21,2025-12-05T16:25:04,BBVA,110236.41,PEN,America/Lima,business
CU-0621,942357.01,06-20,CL,D-0621,mobile,2021-05-26,2025-12-16T12:38:32,SAN,5980519.36,CLP,America/Santiago,retail
CU-0622,741.01,11-19,PE,D-0622,mobile,2021-08-18,2025-12-27T08:07:27,BBVA,3301.20,PEN,America/Lima,retail
CU-0623,6477.15,11-19,PE,D-0623,web,2023-03-14,2025-12-22T18:22:47,IBK,27392.47,PEN,America/Lima,premium
CU-0624,1119.43,07-22,US,D-0624,web,2022-09-15,2025-12-20T01:24:12,BAC,5925.73,USD,America/Denver,retail
CU-0625,531.76,07-20,US,D-0625,mobile,2020-03-03,2025-12-18T06:08:51,JPM,2970.60,USD,America/Denver,retail
CU-0626,1531407.29,06-20,CO,D-0626,mobile,2025-12-03,2025-12-20T11:12:40,DAV,8266728.72,COP,America/Bogota,retail
CU-0627,6039.55,08-21,MX,D-0627,web,2025-11-28,2025-12-14T02:47:53,SAN,47954.45,MXN,America/Monterrey,retail
CU-0628,3341.47,06-20,US,D-0628,mobile,2021-06-19,2025-12-08T02:57:13,JPM,16141.19,USD,America/Los_Angeles,premium
CU-0629,2107.29,23-05,PE,D-0629,mobile,2024-09-01,2025-12-21T09:58:05,IBK,12992.34,PEN,America/Lima,premium
CU-0630,545.81,08-19,ES,D-0630,mobile,2022-12-07,2025-12-12T01:55:45,BBVA,4086.84,EUR,Europe/Madrid,retail
CU-0631,7399099.04,08-22,CL,D-0631,web,2022-01-02,2025-12-24T00:38:29,SAN,32894556.93,CLP,America/Santiago,business
CU-0632,21245.20,08-18,MX,D-0632,mobile,2020-11-03,2025-12-02T06:36:20,BAN,120722.70,MXN,America/Mexico_City,retail
CU-0633,1817.96,10-21,ES,D-0633,mobile,2020-02-25,2025-12-26T05:40:56,CABK,9631.22,EUR,Europe/Madrid,premium
CU-0634,2467.92,08-21,PE,D-0634,mobile,2020-09-19,2025-12-03T11:29:04,BBVA,18015.08,PEN,America/Lima,retail
CU-0635,356166.23,11-20,AR,D-0635,mobile,2024-04-05,2025-12-24T07:53:32,GAL,1124314.69,ARS,America/Argentina/Buenos_Aires,retail
CU-0636,610.37,09-22,ES,D-0636,web,2021-07-25,2025-12-14T23:47:46,SAN,2104.17,EUR,Europe/Madrid,retail
CU-0637,68.31,09-20,US;CO,D-0637,web,2023-01-05,2025-12-22T15:40:09,BAC,415.39,USD,America/New_York,retail
CU-0638,1046.59,09-20,US,D-0638,mobile,2021-02-23,2025-12-21T13:14:48,JPM,6245.92,USD,America/New_York,retail
CU-0639,20278.57,06-19,MX,D-0639,mobile,2024-04-19,2025-12-21T06:55:12,BAN,112902.75,MXN,America/Monterrey,retail
CU-0640,1023802.75,07-18,AR,D-0640,web,2024-06-17,2025-12-19T05:34:55,BNA,7330128.44,ARS,America/Argentina/Buenos_Aires,retail
CU-0641,434.15,07-22,US,D-0641,web,2025-10-17,2025-12-26T16:15:06,WFC,1534.33,USD,America/Chicago,retail
CU-0642,1380128.28,07-20,AR,,mobile,2020-09-06,2025-12-24T19:24:01,BNA,7227060.76,ARS,America/Argentina/Buenos_Aires,premium
CU-0643,732.27,23-06,ES,D-0643,web,2020-07-01,2025-12-05T05:44:33,CABK,3066.60,EUR,Europe/Madrid,retail
CU-0644,4190413.31,07-19,CL,D-0644,web,2022-10-17,2025-12-14T07:35:57,BCH,29716326.66,CLP,America/Santiago,business
CU-0645,1055666.80,09-19,CL,D-0645,mobile,2021-05-26,2025-12-09T02:07:19,SAN,5153022.81,CLP,America/Santiago,retail
CU-0646,657.28,09-20,US,D-0646,web,2022-01-16,2025-12-07T03:29:22,WFC,2635.96,USD,America/Los_Angeles,retail
CU-0647,339638.35,10-19,CL,D-0647,web,2025-10-27,2025-12-12T01:19:14,SAN,1657386.28,CLP,America/Santiago,retail
CU-0648,1430.51,08-20,US,D-0648,mobile,2021-11-08,2025-12-29T10:36:17,WFC,10367.37,USD,America/Chicago,business
CU-0649,244.77,06-20,US,D-0649,web,2023-12-03,2025-12-21T06:13:55,WFC,1228.29,USD,America/Denver,premium
CU-0650,10043.90,08-22,PE,D-0650,mobile,2023-12-18,2025-12-23T12:04:03,BBVA,66456.99,PEN,America/Lima,premium
CU-0651,3168.24,10-19,PE,D-0651,mobile,2020-08-19,2025-12-17T16:42:30,BBVA,18479.05,PEN,America/Lima,premium
CU-0652,656058.77,23-05,AR,D-0652,mobile,2021-07-17,2025-12-07T13:43:29,BNA,3810371.32,ARS,America/Argentina/Buenos_Aires,retail
CU-0653,1392343.73,08-19,AR,D-0653,mobile,2024-08-24,2025-12-06T01:39:46,SAN,4802347.58,ARS,America/Argentina/Buenos_Aires,premium
CU-0654,3137894.13,07-21,CO,D-0654,mobile,2020-11-08,2025-12-28T06:22:20,DAV,11629721.24,COP,America/Bogota,retail
CU-0655,3191173.33,10-19,CO,D-0655,mobile,2022-02-14,2025-12-18T23:07:41,DAV,11016233.14,COP,America/Bogota,retail
CU-0656,45705.12,09-22,MX,D-0656,web,2025-11-19,2025-12-02T07:38:46,BAN,192767.82,MXN,America/Mexico_City,premium
CU-0657,17427.99,09-21,MX,D-0657,web,2024-02-06,2025-12-04T09:17:43,BBVA,113911.81,MXN,America/Monterrey,retail
CU-0658,1098043.09,07-19,AR,D-0658,mobile,2022-12-11,2025-12-08T02:22:06,SAN,6336253.70,ARS,America/Argentina/Buenos_Aires,retail
CU-0659,5361.12,08-19,MX,D-0659,web,2022-02-09,2025-12-16T12:41:24,BAN,22009.32,MXN,America/Mexico_City,retail
CU-0660,12907849.19,08-19,CO;MX,D-0660,web,2022-12-21,2025-12-27T14:13:32,DAV,57256944.97,COP,America/Bogota,premium
CU-0661,4117070.99,06-19,CO,D-0661,web,2021-12-22,2025-12-06T10:58:39,BAN,15575143.35,COP,America/Bogota,retail
CU-0662,1810031.59,07-22,CO,D-0662,web,2021-02-12,2025-12-23T07:36:53,BAN,13832013.00,COP,America/Bogota,retail
CU-0663,924201.35,10-20,,D-0663,mobile,2022-01-11,2025-12-20T00:39:31,BCH,5273510.30,CLP,America/Santiago,retail
CU-0664,6070.96,07-18,PE,D-0664,mobile,2022-02-07,2025-12-15T20:53:19,BBVA,47553.55,PEN,America/Lima,premium
CU-0665,1435.10,11-19,PE,D-0665,mobile,2022-08-07,2025-12-11T02:48:45,BBVA,9127.61,PEN,America/Lima,retail
CU-0666,629499.98,23-07,AR,D-0666,mobile,2025-10-18,2025-12-01T14:45:51,GAL,1931034.13,ARS,America/Argentina/Buenos_Aires,retail
CU-0667,6644.72,10-22,MX,D-0667,web,2021-05-05,2025-12-10T05:55:50,BBVA,50945.50,MXN,America/Mexico_City,retail
CU-0668,511.46,07-18,PE,D-0668,web,2020-03-11,2025-12-12T09:24:48,BCP,2624.55,PEN,America/Lima,retail
CU-0669,3236.61,10-19,PE,D-0669,mobile,2020-08-22,2025-12-04T11:55:34,BCP,18417.84,PEN,America/Lima,retail
CU-0670,2156.27,09-21,ES,D-0670,mobile,2024-11-24,2025-12-01T06:11:06,CABK,15358.22,EUR,Europe/Madrid,premium
CU-0671,848027.82,07-18,CL,D-0671,web,2021-07-23,2025-12-04T23:43:16,SAN,4438508.40,CLP,America/Santiago,retail
CU-0672,41787.21,09-20,MX,D-0672,web,2020-04-10,2025-12-12T04:08:22,BAN,179040.29,MXN,America/Monterrey,premium
CU-0673,1058.17,10-19,PE,D-0673,web,2024-12-11,2025-12-25T18:34:46,IBK,7096.66,PEN,America/Lima,premium
CU-0674,695501.54,10-22,CL,D-0674,web,2025-10-09,2025-12-17T19:26:32,SAN,4024352.16,CLP,America/Santiago,retail
CU-0675,35201.48,11-20,,D-0675,mobile,2023-10-17,2025-12-27T17:19:15,BCP,154515.33,PEN,America/Lima,business
CU-0676,2604463.49,11-22,CO,D-0676,web,2020-04-26,2025-12-12T11:54:16,BOG,8120612.56,COP,America/Bogota,retail
CU-0677,1508.33,06-19,PE,D-0677,web,2021-12-11,2025-12-20T02:33:37,BBVA,11206.30,PEN,America/Lima,retail
CU-0678,852.62,06-19,PE,D-0678,mobile,2025-11-01,2025-12-11T09:55:56,BCP,6597.42,PEN,America/Lima,retail
CU-0679,2053.48,06-19,ES,D-0679,web,2024-06-14,2025-12-22T07:58:19,CABK,12997.07,EUR,Europe/Madrid,premium
CU-0680,734568.37,08-18,AR,D-0680,web,2022-06-12,2025-12-02T17:06:57,BNA,4184078.64,ARS,America/Argentina/Buenos_Aires,retail
CU-0681,418343.55,22-06,AR,D-0681,web,2024-03-27,2025-12-06T19:33:48,GAL,3151493.44,ARS,America/Argentina/Buenos_Aires,retail
CU-0682,4219.58,23-06,PE,D-0682,web,2023-11-27,2025-12-30T16:35:22,BBVA,22928.16,PEN,America/Lima,retail
CU-0683,3178591.06,11-19,CO,D-0683,mobile,2024-01-08,2025-12-08T21:11:20,BOG,24935163.17,COP,America/Bogota,retail
CU-0684,2419468.08,08-19,CO,D-0684,mobile,2022-07-17,2025-12-17T11:44:09,BOG,14789910.75,COP,America/Bogota,retail
CU-0685,323940.85,10-22,AR;ES,D-0685,mobile,2020-07-10,2025-12-17T06:32:06,GAL,1601360.70,ARS,America/Argentina/Buenos_Aires,retail
CU-0686,1096327.44,09-21,CO,D-0686,mobile,2020-07-19,2025-12-10T04:38:23,BAN,6898090.03,COP,America/Bogota,premium
CU-0687,76.52,10-22,ES,D-0687,web,2021-07-15,2025-12-25T10:33:38,CABK,264.33,EUR,Europe/Madrid,retail
CU-0688,17305.57,10-22,MX,D-0688,web,2024-12-19,2025-12-07T05:07:12,BBVA,68089.40,MXN,America/Tijuana,retail
CU-0689,4021.44,10-19,PE,D-0689,web,2020-07-19,2025-12-06T10:28:42,IBK,30687.47,PEN,America/Lima,retail
CU-0690,2244.06,06-18,US,D-0690,web,2025-12-01,2025-12-28T06:08:24,JPM,8847.20,USD,America/Denver,premium
CU-0691,2324.34,09-20,PE,D-0691,web,2020-05-20,2025-12-01T19:02:17,BCP,8651.62,PEN,America/Lima,retail
CU-0692,377993.51,11-22,AR,D-0692,mobile,2024-10-21,2025-12-17T21:24:01,SAN,2180965.76,ARS,America/Argentina/Buenos_Aires,retail
CU-0693,228067.60,23-05,AR,D-0693,web,2024-07-25,2025-12-26T22:38:19,BNA,1090384.29,ARS,America/Argentina/Buenos_Aires,retail
CU-0694,244835.76,11-21,AR,D-0694,web,2025-10-09,2025-12-24T02:24:18,BNA,1514090.62,ARS,America/Argentina/Buenos_Aires,retail
CU-0695,900.50,07-18,US,D-0695,web,2024-01-05,2025-12-26T12:26:56,BAC,3091.51,USD,America/Los_Angeles,retail
CU-0696,1966487.74,11-20,CO,D-0696,mobile,2023-12-12,2025-12-29T10:16:39,BAN,14300294.06,COP,America/Bogota,retail
CU-0697,13245.35,08-18,MX,D-0697,web,2021-10-10,2025-12-11T05:35:23,SAN,63976.91,MXN,America/Monterrey,retail
CU-0698,134784.84,10-18,CL,D-0698,mobile,2021-06-09,2025-12-24T14:25:07,BCI,812378.21,CLP,America/Santiago,retail
CU-0699,4138570.93,07-18,AR,D-0699,mobile,2023-10-12,2025-12-06T10:11:41,GAL,22453255.99,ARS,America/Argentina/Buenos_Aires,business
CU-0700,1495336.68,06-22,CL,D-0700,mobile,2020-10-24,2025-12-24T08:30:54,BCH,10600355.22,CLP,America/Santiago,premium
CU-0701,15336.89,08-20,PE,D-0701,web,2022-08-11,2025-12-15T12:51:27,BBVA,97978.31,PEN,America/Lima,business
CU-0702,838569.68,07-19,AR,D-0702,mobile,2020-08-02,2025-12-08T19:33:42,GAL,6117284.25,ARS,America/Argentina/Buenos_Aires,retail
CU-0703,376787.45,08-18,CL,D-0703,mobile,2025-10-02,2025-12-19T01:20:19,BCH,1384653.35,CLP,America/Santiago,retail
CU-0704,361457.59,09-21,CL,,mobile,2020-01-24,2025-12-14T03:04:10,BCI,1216025.20,CLP,America/Santiago,retail
CU-0705,933801.04,11-19,CL,D-0705,mobile,2020-01-11,2025-12-19T02:42:28,BCH,5760540.57,CLP,America/Santiago,retail
CU-0706,2028.88,09-22,PE,D-0706,web,2022-04-10,2025-12-27T09:13:11,IBK,9867.02,PEN,America/Lima,business
CU-0707,973.69,07-20,US,D-0707,web,2024-10-10,2025-12-02T16:29:55,WFC,5656.54,USD,America/Denver,retail
CU-0708,280.16,11-18,ES,D-0708,web,2020-04-21,2025-12-19T03:59:39,SAN,1409.77,EUR,Europe/Madrid,retail
CU-0709,4485.09,07-21,ES,D-0709,mobile,2025-11-13,2025-12-07T08:05:18,BBVA,23292.59,EUR,Europe/Madrid,business
CU-0710,283810.30,06-20,CL,D-0710,web,2025-11-07,2025-12-29T16:25:21,SAN,1264653.67,CLP,America/Santiago,retail
CU-0711,12278.47,09-21,MX,D-0711,mobile,2022-09-10,2025-12-24T23:03:36,BBVA,89495.57,MXN,America/Mexico_City,retail
CU-0712,2937.86,07-18,MX,D-0712,mobile,2022-09-03,2025-12-25T06:09:00,BAN,12311.47,MXN,America/Mexico_City,premium
CU-0713,1500.57,06-22,PE,D-0713,web,2021-06-09,2025-12-23T06:55:22,BCP,11950.78,PEN,America/Lima,premium
CU-0714,32396573.94,06-21,CO,D-0714,web,2025-11-19,2025-12-01T18:59:05,BAN,189894977.96,COP,America/Bogota,business
CU-0715,3154682.35,07-21,CL,D-0715,mobile,2024-08-26,2025-12-04T15:20:27,SAN,18045255.70,CLP,America/Santiago,premium
CU-0716,743914.84,11-19,AR,D-0716,web,2024-02-10,2025-12-10T06:17:00,SAN,5232615.68,ARS,America/Argentina/Buenos_Aires,retail
CU-0717,11314.86,10-21,MX,D-0717,mobile,2020-02-14,2025-12-16T00:33:38,BBVA,51818.43,MXN,America/Tijuana,retail
CU-0718,581100.15,10-18,AR,D-0718,mobile,2024-11-17,2025-12-17T01:12:13,SAN,2052885.18,ARS,America/Argentina/Buenos_Aires,premium
CU-0719,272.07,08-18,ES,D-0719,web,2020-10-08,2025-12-21T12:58:49,SAN,1447.89,EUR,Europe/Madrid,retail
CU-0720,109883.27,09-18,AR,D-0720,mobile,2024-01-04,2025-12-04T21:57:24,SAN,336694.23,ARS,America/Argentina/Buenos_Aires,retail
CU-0721,3629.11,07-20,PE,D-0721,mobile,2021-02-02,2025-12-10T15:11:00,BCP,25406.54,PEN,America/Lima,retail
CU-0722,152.36,07-22,US,D-0722,mobile,2022-06-27,2025-12-11T20:42:19,JPM,846.76,USD,America/Chicago,retail
CU-0723,3245.19,11-18,PE,D-0723,mobile,2022-10-23,2025-12-04T05:13:03,BBVA,21827.82,PEN,America/Lima,retail
CU-0724,1009092.55,10-20,CL,D-0724,web,2024-11-16,2025-12-30T07:10:06,SAN,7610627.01,CLP,America/Santiago,retail
CU-0725,1053754.77,07-18,AR,D-0725,mobile,2025-10-24,2025-12-15T12:24:01,GAL,7453024.20,ARS,America/Argentina/Buenos_Aires,retail
CU-0726,4261.20,10-22,PE,D-0726,mobile,2021-08-27,2025-12-09T15:01:37,BBVA,23502.06,PEN,America/Lima,retail
CU-0727,355.43,06-19,US,D-0727,web,2023-03-10,2025-12-15T10:13:37,JPM,2429.78,USD,America/New_York,retail
CU-0728,7637794.09,22-05,CO,D-0728,mobile,2023-02-17,2025-12-22T07:41:57,DAV,40502555.69,COP,America/Bogota,premium
CU-0729,1811482.53,09-20,AR,D-0729,web,2023-06-17,2025-12-04T16:13:50,BNA,11598622.31,ARS,America/Argentina/Buenos_Aires,premium
CU-0730,3266509.22,08-21,AR,D-0730,web,2024-11-20,2025-12-08T03:26:43,GAL,10937754.18,ARS,America/Argentina/Buenos_Aires,premium
CU-0731,885605.87,08-22,CL,D-0731,mobile,2023-12-04,2025-12-11T12:08:03,BCH,6491593.72,CLP,America/Santiago,retail
CU-0732,15845.05,07-22,MX,D-0732,web,2023-10-19,2025-12-24T18:48:12,BBVA,115817.42,MXN,America/Tijuana,retail
CU-0733,2514.37,11-22,ES,D-0733,mobile,2020-01-14,2025-12-29T15:19:14,SAN,13803.25,EUR,Europe/Madrid,premium
CU-0734,3938.91,11-20,PE,D-0734,web,2021-01-11,2025-12-08T19:02:11,BBVA,14712.12,PEN,America/Lima,retail
CU-0735,3315583.16,08-18,CO,D-0735,web,2020-11-12,2025-12-15T17:27:22,DAV,21594883.44,COP,America/Bogota,retail
CU-0736,466508.84,09-19,AR,D-0736,mobile,2020-06-12,2025-12-11T19:53:23,BNA,2940101.34,ARS,America/Argentina/Buenos_Aires,retail
CU-0737,1092992.34,06-18,CO,D-0737,mobile,2020-07-05,2025-12-23T07:15:53,BAN,6211516.51,COP,America/Bogota,retail
CU-0738,875.28,08-21,ES,D-0738,mobile,2020-02-03,2025-12-10T16:38:46,SAN,4152.16,EUR,Europe/Madrid,retail
CU-0739,3242210.64,10-20,CO,D-0739,web,2024-03-15,2025-12-05T22:11:29,BAN,16081333.06,COP,America/Bogota,retail
CU-0740,271291.91,07-19,CO,D-0740,web,2022-05-16,2025-12-09T12:27:26,BOG,1040084.72,COP,America/Bogota,retail
CU-0741,281.15,07-20,ES,D-0741,web,2024-08-23,2025-12-13T14:42:43,BBVA,1883.73,EUR,Europe/Madrid,retail
CU-0742,441.90,06-19,ES,D-0742,mobile,2023-09-13,2025-12-12T10:11:17,BBVA,1662.05,EUR,Europe/Madrid,retail
CU-0743,612.19,06-21,ES,,web,2020-11-09,2025-12-30T17:24:34,SAN,4478.06,EUR,Europe/Madrid,premium
CU-0744,857895.64,10-22,AR,D-0744,web,2022-03-23,2025-12-09T21:29:49,BNA,4663016.88,ARS,America/Argentina/Buenos_Aires,premium
CU-0745,334.01,07-18,US,D-0745,mobile,2021-12-16,2025-12-14T23:46:54,WFC,2504.43,USD,America/Denver,retail
CU-0746,328.64,06-21,US,D-0746,web,2023-05-10,2025-12-29T00:03:31,JPM,2505.05,USD,America/New_York,retail
CU-0747,899.04,23-07,US,D-0747,web,2023-02-19,2025-12-24T12:23:10,WFC,4205.75,USD,America/Chicago,retail
CU-0748,252915.38,06-21,CL,D-0748,mobile,2025-10-29,2025-12-01T16:30:43,SAN,2016486.97,CLP,America/Santiago,premium
CU-0749,376314.00,11-18,CL,D-0749,mobile,2023-05-14,2025-12-12T22:09:53,BCI,2706361.67,CLP,America/Santiago,retail
CU-0750,548055.75,07-22,CL,D-0750,web,2023-05-23,2025-12-03T17:42:14,BCH,3463988.21,CLP,America/Santiago,retail
CU-0751,860.25,06-19,ES,D-0751,web,2023-07-13,2025-12-29T07:43:21,CABK,3918.60,EUR,Europe/Madrid,retail
CU-0752,144.80,11-18,US,D-0752,web,2021-11-18,2025-12-07T17:25:07,BAC,988.73,USD,America/Chicago,retail
CU-0753,835701.91,08-18,CL,D-0753,web,2020-07-09,2025-12-13T02:34:32,BCH,2528327.60,CLP,America/Santiago,retail
CU-0754,319084.89,22-07,CL,D-0754,mobile,2024-05-01,2025-12-20T18:32:27,BCI,2446732.00,CLP,America/Santiago,retail
CU-0755,19327.57,11-20,MX,D-0755,web,2025-10-16,2025-12-06T19:08:36,BAN,84108.62,MXN,America/Tijuana,retail
CU-0756,3132.67,08-18,US,D-0756,mobile,2025-11-23,2025-12-24T05:13:27,BAC,17222.89,USD,America/Los_Angeles,premium
CU-0757,32695.18,08-22,MX,D-0757,web,2021-03-24,2025-12-26T12:27:45,BAN,243061.12,MXN,America/Tijuana,premium
CU-0758,5736.03,10-20,MX,D-0758,web,2023-10-25,2025-12-03T14:01:56,BBVA,28954.36,MXN,America/Mexico_City,retail
CU-0759,5966655.53,06-19,AR,D-0759,mobile,2020-07-03,2025-12-23T03:40:36,SAN,34603336.28,ARS,America/Argentina/Buenos_Aires,business
CU-0760,3030238.55,07-19,CL,D-0760,mobile,2020-09-19,2025-12-30T04:54:30,BCI,23443545.07,CLP,America/Santiago,premium
CU-0761,1962556.56,23-06,CO,D-0761,web,2024-08-06,2025-12-06T08:35:26,BOG,13685524.04,COP,America/Bogota,retail
CU-0762,15694.34,08-18,MX,D-0762,web,2024-11-13,2025-12-26T21:27:23,BBVA,120666.30,MXN,America/Mexico_City,retail
CU-0763,176.52,07-20,US,D-0763,mobile,2020-07-10,2025-12-09T02:53:54,BAC,1365.76,USD,America/Chicago,retail
CU-0764,2031.88,09-19,PE,D-0764,mobile,2022-05-06,2025-12-30T06:14:25,BCP,14420.54,PEN,America/Lima,retail
CU-0765,2784.79,07-20,ES,D-0765,mobile,2022-01-04,2025-12-24T14:25:47,SAN,21085.60,EUR,Europe/Madrid,premium
CU-0766,17163.35,06-22,MX,D-0766,mobile,2024-11-18,2025-12-20T13:46:57,BBVA,79447.39,MXN,America/Tijuana,retail
CU-0767,172.60,07-19,ES,D-0767,mobile,2020-05-13,2025-12-01T00:46:32,BBVA,645.05,EUR,Europe/Madrid,retail
CU-0768,412.97,06-22,PE,D-0768,web,2020-09-17,2025-12-16T07:48:46,BCP,1529.02,PEN,America/Lima,retail
CU-0769,792.66,06-18,ES,D-0769,web,2025-10-02,2025-12-10T09:02:48,CABK,2687.09,EUR,Europe/Madrid,retail
CU-0770,406.27,06-18,ES,D-0770,mobile,2023-01-17,2025-12-12T19:49:02,CABK,3181.55,EUR,Europe/Madrid,retail
CU-0771,2227.48,10-19,PE,D-0771,web,2020-11-23,2025-12-20T05:23:53,BBVA,11164.06,PEN,America/Lima,retail
CU-0772,559.15,11-21,US,D-0772,web,2020-12-15,2025-12-30T18:26:21,BAC,4330.38,USD,America/New_York,retail
CU-0773,965.36,06-20,US,D-0773,web,2022-05-14,2025-12-21T09:15:06,WFC,3368.42,USD,America/Los_Angeles,premium
CU-0774,1039188.44,09-21,CL,,mobile,2025-11-24,2025-12-23T16:44:10,SAN,3858789.08,CLP,America/Santiago,retail
CU-0775,2292773.57,08-20,CO,D-0775,web,2024-01-03,2025-12-04T15:15:20,DAV,12275337.70,COP,America/Bogota,retail
CU-0776,3420.78,10-19,PE,D-0776,mobile,2021-08-01,2025-12-12T03:42:36,BBVA,27108.47,PEN,America/Lima,retail
CU-0777,3298.30,06-22,PE,D-0777,web,2024-11-02,2025-12-10T11:07:42,BBVA,12437.02,PEN,America/Lima,retail
CU-0778,393.09,08-21,US,D-0778,web,2022-07-09,2025-12-19T12:53:39,BAC,1696.23,USD,America/Chicago,retail
CU-0779,37547.43,08-18,MX,D-0779,mobile,2022-01-07,2025-12-29T15:45:46,BAN,241699.73,MXN,America/Mexico_City,premium
CU-0780,3938018.14,07-20,CO,D-0780,web,2020-02-17,2025-12-12T22:53:53,DAV,14345797.98,COP,America/Bogota,retail
CU-0781,13011.11,08-19,MX,D-0781,mobile,2025-11-25,2025-12-25T16:38:25,SAN,72417.89,MXN,America/Mexico_City,retail
CU-0782,579.20,23-06,ES,D-0782,web,2023-03-17,2025-12-12T09:39:14,SAN,2620.41,EUR,Europe/Madrid,retail
