customer_id,usual_amount_avg,usual_hours,usual_countries,usual_devices,usual_channel,account_creation_date,last_profile_update,issuer_bank,daily_limit
CU-791,4002.61,06-19,ES,D-791,web,2020-08-08,2025-11-12T00:00:00,SAN,26568.59
CU-792,3186.37,10-20,CO,D-792,web,2021-04-16,2025-11-07T00:00:00,BAN,13971.51
CU-793,422.41,11-18,PE,D-793,mobile,2024-05-20,2025-11-23T00:00:00,BCP,1573.95
CU-794,2669.14,10-18,CL,D-794,mobile,2022-09-12,2025-11-04T00:00:00,BCH,11735.48
CU-795,1809.47,10-18,ES,D-795,mobile,2022-02-07,2025-11-25T00:00:00,CABK,12098.29
CU-796,3173.84,10-19,MX,D-796,mobile,2024-05-17,2025-11-12T00:00:00,SAN,10791.35
CU-797,1861.38,10-19,PE,D-797,mobile,2022-08-06,2025-11-26T00:00:00,IBK,14195.70
CU-798,4353.04,08-22,CO,D-798,web,2021-03-04,2025-11-06T00:00:00,BAN,25224.85
CU-799,1748.33,11-18,PE,D-799,web,2020-03-06,2025-11-10T00:00:00,IBK,8165.62
CU-800,2656.97,09-18,ES,D-800,web,2021-09-14,2025-11-27T00:00:00,SAN,8674.16
CU-801,3799.17,10-19,MX,D-801,web,2024-09-02,2025-11-05T00:00:00,BAN,24637.86
CU-802,2844.57,10-18,US,D-802,web,2023-01-14,2025-11-04T00:00:00,JPM,9641.37
CU-803,3563.34,09-22,ES,D-803,mobile,2022-09-19,2025-11-02T00:00:00,CABK,26258.16
CU-804,2558.92,11-18,CO,D-804,web,2020-05-26,2025-11-27T00:00:00,BAN,13484.98
CU-805,1578.14,08-18,AR,D-805,web,2023-12-12,2025-11-11T00:00:00,BNA,8256.47
CU-806,2798.38,09-20,PE,D-806,web,2021-10-10,2025-11-04T00:00:00,IBK,11128.58
CU-807,525.07,06-22,MX,D-807,mobile,2020-06-18,2025-11-09T00:00:00,BBVA,2549.93
CU-808,2558.33,08-22,AR,D-808,mobile,2022-10-01,2025-11-14T00:00:00,GAL,18008.49
CU-809,3495.10,07-19,CL,D-809,web,2022-04-20,2025-11-01T00:00:00,BCH,19654.21
CU-810,3232.94,06-22,PE,D-810,mobile,2023-02-06,2025-11-03T00:00:00,IBK,17693.83
CU-811,4484.26,08-22,ES,D-811,mobile,2021-06-15,2025-11-18T00:00:00,BBVA,15443.19
CU-812,4338.48,09-18,US,D-812,mobile,2023-02-11,2025-11-07T00:00:00,BAC,14438.01
CU-813,3674.14,06-19,PE,D-813,web,2021-05-20,2025-11-23T00:00:00,BCP,24925.17
CU-814,1726.80,11-21,US,D-814,web,2020-08-14,2025-11-05T00:00:00,WFC,5726.53
CU-815,745.38,10-22,AR,D-815,mobile,2021-06-14,2025-11-17T00:00:00,SAN,5457.68
CU-816,1615.91,10-18,US,D-816,mobile,2021-12-11,2025-11-20T00:00:00,BAC,11231.64
CU-817,1167.13,07-19,US,D-817,web,2020-08-26,2025-11-17T00:00:00,BAC,3646.46
CU-818,119.18,08-18,AR,D-818,mobile,2025-11-28,2026-01-15T00:00:00,BNA,911.68
CU-819,2770.91,09-21,MX,D-819,mobile,2020-09-22,2025-11-12T00:00:00,BAN,20186.48
CU-820,2134.03,08-22,PE,D-820,web,2024-07-19,2025-11-29T00:00:00,BCP,12538.18
CU-821,3954.26,10-22,PE,D-821,mobile,2023-12-18,2025-11-24T00:00:00,BCP,22997.27
CU-822,4724.49,07-22,CO,D-822,mobile,2021-01-26,2025-11-09T00:00:00,BOG,34532.33
CU-823,2437.84,06-19,MX,D-823,web,2023-03-25,2025-11-09T00:00:00,BAN,14113.62
CU-824,1591.11,09-18,CO,D-824,web,2021-09-17,2025-11-19T00:00:00,DAV,5286.47
CU-825,4865.36,11-22,US,D-825,mobile,2023-04-21,2025-11-08T00:00:00,BAC,21583.74
CU-826,2605.56,09-21,CO,D-826,mobile,2021-05-18,2025-11-10T00:00:00,BOG,12441.75
CU-827,2461.31,06-21,ES,D-827,web,2025-11-18,2025-11-27T00:00:00,CABK,18936.33
CU-828,4044.96,06-19,CL,D-828,web,2021-06-20,2025-11-13T00:00:00,BCH,26056.78
CU-829,1372.99,09-22,CO,D-829,web,2020-02-13,2025-11-11T00:00:00,DAV,6626.24
CU-830,2723.53,06-18,US,D-830,mobile,2024-11-18,2025-01-25T00:00:00,BAC,8879.69
CU-831,162.83,09-18,US,D-831,web,2020-04-04,2025-11-26T00:00:00,JPM,975.04
CU-832,4066.19,09-19,US,D-832,web,2021-06-06,2025-11-02T00:00:00,BAC,14728.44
CU-833,4814.76,07-22,CL,D-833,web,2023-08-10,2025-11-05T00:00:00,SAN,23839.99
CU-834,619.85,08-22,CO,D-834,mobile,2023-05-18,2025-11-18T00:00:00,DAV,4169.24
CU-835,2620.82,11-20,CL,D-835,mobile,2023-06-14,2025-11-26T00:00:00,BCI,20068.80
CU-836,4551.21,10-20,PE,D-836,mobile,2024-11-16,2025-11-25T00:00:00,IBK,28078.45
CU-837,452.34,11-18,CO,D-837,web,2021-10-09,2025-11-23T00:00:00,BOG,2245.50
CU-838,980.29,06-21,MX,D-838,web,2020-05-22,2025-11-08T00:00:00,SAN,5071.42
CU-839,1044.91,11-19,ES,D-839,web,2020-01-09,2025-11-23T00:00:00,CABK,7598.87
CU-840,123.93,11-21,MX,D-840,web,2022-02-11,2025-11-03T00:00:00,BBVA,948.07
CU-841,1979.48,07-18,AR,D-841,web,2021-08-10,2025-11-18T00:00:00,GAL,10704.92
CU-842,3434.78,09-20,CO,D-842,mobile,2020-04-17,2025-11-19T00:00:00,BAN,18600.47
CU-843,2138.75,10-20,ES,D-843,web,2024-11-20,2025-11-04T00:00:00,CABK,12096.78
CU-844,584.48,11-21,CO,D-844,web,2023-04-04,2025-11-13T00:00:00,BAN,2931.28
CU-845,3280.85,10-19,AR,D-845,mobile,2024-07-26,2025-11-24T00:00:00,SAN,17153.79
CU-846,341.81,09-22,US,D-846,mobile,2024-10-09,2025-01-13T00:00:00,BAC,2175.63
CU-847,330.13,06-18,AR,D-847,mobile,2024-11-15,2025-11-02T00:00:00,BNA,1772.42
CU-848,2289.18,08-22,ES,D-848,mobile,2022-05-17,2025-11-11T00:00:00,SAN,12949.20
CU-849,2058.63,08-21,CL,D-849,mobile,2023-07-14,2025-11-01T00:00:00,BCH,12974.20
CU-850,2407.00,09-19,AR,D-850,mobile,2020-06-12,2025-11-29T00:00:00,SAN,11782.34
CU-851,1832.52,06-20,US,D-851,mobile,2023-01-08,2025-11-14T00:00:00,JPM,13217.37
CU-852,1585.72,10-18,AR,D-852,mobile,2025-11-27,2026-01-26T00:00:00,SAN,7522.35
CU-853,3500.00,11-21,US,D-853,web,2025-11-23,2026-02-12T00:00:00,WFC,22850.78
CU-854,4122.12,06-20,PE,D-854,web,2022-01-05,2025-11-19T00:00:00,BCP,20346.44
CU-855,1795.93,10-21,AR,D-855,mobile,2024-03-09,2025-11-07T00:00:00,GAL,7107.58
CU-856,2570.89,10-18,MX,D-856,mobile,2022-03-20,2025-11-06T00:00:00,BBVA,11694.12
CU-857,4307.88,10-22,CL,D-857,web,2023-04-01,2025-11-04T00:00:00,BCI,27284.15
CU-858,1493.01,09-18,MX,D-858,mobile,2022-12-18,2025-11-12T00:00:00,BBVA,10921.10
CU-859,1403.50,10-18,CO,D-859,mobile,2025-11-23,2026-01-11T00:00:00,DAV,4760.16
CU-860,3472.27,06-18,PE,D-860,web,2022-08-05,2025-11-09T00:00:00,IBK,18537.56
CU-861,1436.69,11-19,PE,D-861,mobile,2020-10-26,2025-11-16T00:00:00,IBK,8047.12
CU-862,3417.76,11-22,CL,D-862,web,2022-08-02,2025-11-27T00:00:00,SAN,13379.21
CU-863,1888.73,09-21,AR,D-863,web,2024-10-01,2025-11-01T00:00:00,BNA,11059.39
CU-864,144.09,09-22,ES,D-864,mobile,2023-03-24,2025-11-11T00:00:00,CABK,636.16
CU-865,286.08,08-21,PE,D-865,mobile,2025-11-26,2026-01-29T00:00:00,BCP,919.99
CU-866,1617.04,10-22,US,D-866,web,2020-06-08,2025-11-21T00:00:00,BAC,12605.02
CU-867,3105.67,09-19,PE,D-867,mobile,2021-07-05,2025-11-18T00:00:00,IBK,12287.23
CU-868,2633.88,09-21,CL,D-868,web,2021-12-23,2025-11-13T00:00:00,BCH,14379.24
CU-869,3942.97,08-19,US,D-869,mobile,2020-06-17,2025-11-18T00:00:00,WFC,26661.09
CU-870,4566.80,11-19,CO,D-870,web,2024-09-07,2025-11-13T00:00:00,DAV,35296.26
CU-871,749.61,09-19,PE,D-871,web,2024-05-01,2025-11-20T00:00:00,IBK,2638.47
CU-872,4815.59,11-19,CL,D-872,mobile,2022-11-15,2025-11-20T00:00:00,BCH,28435.30
CU-873,3676.46,07-19,ES,D-873,web,2022-09-27,2025-11-24T00:00:00,CABK,19453.13
CU-874,1385.84,10-22,CO,D-874,mobile,2025-11-17,2025-12-05T00:00:00,BAN,9352.52
CU-875,574.41,07-22,ES,D-875,mobile,2021-12-04,2025-11-17T00:00:00,SAN,3963.67
CU-876,3879.00,07-18,CL,D-876,web,2021-09-25,2025-11-06T00:00:00,SAN,29374.23
CU-877,653.96,07-18,MX,D-877,mobile,2022-07-04,2025-11-05T00:00:00,SAN,3483.99
CU-878,1398.94,08-19,CL,D-878,mobile,2020-09-19,2025-11-05T00:00:00,BCI,7264.78
CU-879,3825.53,09-19,CL,D-879,mobile,2021-09-23,2025-11-13T00:00:00,SAN,14297.04
CU-880,3097.11,08-22,PE,D-880,web,2023-07-27,2025-11-25T00:00:00,IBK,13080.89
CU-881,744.67,10-19,AR,D-881,mobile,2024-09-10,2025-11-17T00:00:00,GAL,3511.77
CU-882,2851.76,06-22,CL,D-882,mobile,2021-09-27,2025-11-28T00:00:00,BCH,17298.35
CU-883,4357.13,07-18,CL,D-883,mobile,2025-11-22,2026-02-07T00:00:00,BCI,26140.29
CU-884,3507.51,10-20,CL,D-884,web,2021-01-24,2025-11-29T00:00:00,BCH,26557.82
CU-885,1399.90,11-20,US,D-885,web,2020-04-24,2025-11-16T00:00:00,JPM,7310.84
CU-886,1355.83,11-18,AR,D-886,mobile,2024-06-24,2025-11-22T00:00:00,BNA,5365.63
CU-887,1992.56,11-19,MX,D-887,mobile,2023-02-07,2025-11-16T00:00:00,BAN,14695.22
CU-888,1577.14,09-22,PE,D-888,web,2020-06-25,2025-11-13T00:00:00,IBK,11678.75
CU-889,2684.73,06-18,PE,D-889,mobile,2020-08-01,2025-11-05T00:00:00,BBVA,9478.84
CU-890,2514.63,07-19,CO,D-890,web,2022-12-11,2025-11-18T00:00:00,DAV,17622.77
CU-891,3189.05,11-21,MX,D-891,web,2020-12-20,2025-11-03T00:00:00,SAN,14311.99
CU-892,3967.52,07-22,AR,D-892,mobile,2020-11-23,2025-11-06T00:00:00,BNA,31197.14
CU-893,3073.45,07-18,PE,D-893,mobile,2023-01-25,2025-11-29T00:00:00,IBK,10265.48
CU-894,1049.57,07-22,US,D-894,web,2022-12-14,2025-11-09T00:00:00,WFC,8093.16
CU-895,2640.62,11-22,US,D-895,mobile,2023-11-20,2025-11-11T00:00:00,BAC,17083.01
CU-896,2497.68,10-20,AR,D-896,web,2020-06-22,2025-11-16T00:00:00,SAN,14445.11
CU-897,3264.22,08-21,MX,D-897,mobile,2020-04-19,2025-11-13T00:00:00,BAN,13009.65
CU-898,4389.28,09-18,ES,D-898,mobile,2022-05-02,2025-11-08T00:00:00,BBVA,16550.82
CU-899,4292.65,08-22,CO,D-899,mobile,2021-12-08,2025-11-10T00:00:00,BAN,15474.16
CU-900,485.62,08-21,MX,D-900,web,2020-03-13,2025-11-08T00:00:00,BAN,3853.64
CU-901,2849.64,07-19,CO,D-901,web,2020-11-01,2025-11-29T00:00:00,DAV,16945.18
CU-902,2843.97,10-20,CO,D-902,web,2022-10-06,2025-11-09T00:00:00,DAV,17433.31
CU-903,837.67,11-22,CO,D-903,mobile,2022-04-03,2025-11-24T00:00:00,BOG,2811.14
CU-904,538.65,09-22,ES,D-904,web,2024-03-21,2025-11-18T00:00:00,CABK,2436.75
CU-905,990.86,09-19,CL,D-905,web,2023-10-21,2025-11-21T00:00:00,BCI,3471.08
CU-906,1617.20,07-19,PE,D-906,web,2024-10-27,2025-11-03T00:00:00,IBK,6555.37
CU-907,1214.92,06-21,MX,D-907,web,2021-10-04,2025-11-18T00:00:00,SAN,9449.89
CU-908,3883.24,10-18,CL,D-908,mobile,2024-05-11,2025-11-21T00:00:00,SAN,20137.48
CU-909,1412.58,08-18,MX,D-909,web,2025-11-21,2026-01-19T00:00:00,SAN,7096.14
CU-910,1203.51,08-18,AR,D-910,mobile,2020-09-27,2025-11-12T00:00:00,BNA,5918.47
CU-911,4199.44,08-18,PE,D-911,web,2024-06-16,2025-11-25T00:00:00,BBVA,27271.87
CU-912,4283.94,07-18,CL,D-912,web,2022-11-18,2025-11-02T00:00:00,BCH,22265.04
CU-913,2531.98,10-18,US,D-913,web,2024-08-03,2025-11-28T00:00:00,WFC,8980.37
CU-914,2046.73,10-21,US,D-914,mobile,2024-07-01,2025-11-17T00:00:00,JPM,12983.98
CU-915,2760.10,07-22,PE,D-915,web,2024-06-02,2025-11-01T00:00:00,IBK,12792.26
CU-916,3072.78,06-21,MX,D-916,web,2021-07-18,2025-11-20T00:00:00,BAN,12893.56
CU-917,3956.18,08-21,CO,D-917,mobile,2020-10-19,2025-11-24T00:00:00,DAV,18887.71
CU-918,3102.15,06-19,PE,D-918,web,2021-07-16,2025-11-19T00:00:00,BCP,12789.89
CU-919,2550.97,10-21,US,D-919,web,2020-09-25,2025-11-02T00:00:00,WFC,15189.96
CU-920,4947.16,07-22,AR,D-920,web,2023-09-06,2025-11-20T00:00:00,SAN,17445.30
CU-921,2906.15,09-18,CL,D-921,web,2024-09-01,2025-11-13T00:00:00,SAN,17053.69
CU-922,4125.52,11-20,MX,D-922,mobile,2020-07-12,2025-11-24T00:00:00,BBVA,29304.43
CU-923,284.72,08-21,ES,D-923,mobile,2020-10-16,2025-11-04T00:00:00,CABK,2181.72
CU-924,2491.71,08-21,PE,D-924,mobile,2022-05-22,2025-11-09T00:00:00,BCP,16266.62
CU-925,2497.23,10-19,MX,D-925,web,2020-01-12,2025-11-09T00:00:00,SAN,8089.01
CU-926,4265.84,06-19,PE,D-926,web,2024-08-03,2025-11-26T00:00:00,BCP,19293.87
CU-927,962.59,07-22,CL,D-927,web,2021-09-07,2025-11-16T00:00:00,BCI,4507.09
CU-928,1134.92,08-22,CL,D-928,mobile,2020-06-22,2025-11-20T00:00:00,BCH,5223.67
CU-929,3747.65,08-18,MX,D-929,mobile,2024-12-09,2025-11-03T00:00:00,BBVA,20863.81
CU-930,3287.97,09-18,PE,D-930,mobile,2025-11-16,2025-12-14T00:00:00,IBK,19347.78
CU-931,300.66,07-20,MX,D-931,mobile,2022-07-07,2025-11-18T00:00:00,BBVA,1095.53
CU-932,2829.33,07-18,MX,D-932,mobile,2020-02-23,2025-11-22T00:00:00,BBVA,15767.45
CU-933,1080.76,06-21,US,D-933,mobile,2021-05-27,2025-11-11T00:00:00,JPM,7629.67
CU-934,4058.90,09-21,MX,D-934,web,2024-09-27,2025-11-23T00:00:00,SAN,27963.34
CU-935,2551.76,06-18,CO,D-935,mobile,2024-02-10,2025-11-05T00:00:00,BOG,17414.22
CU-936,955.59,11-20,US,D-936,mobile,2023-10-10,2025-11-01T00:00:00,JPM,4259.96
CU-937,1407.81,08-20,CL,D-937,mobile,2022-08-03,2025-11-07T00:00:00,SAN,9483.18
CU-938,1627.35,11-18,MX,D-938,mobile,2023-09-19,2025-11-04T00:00:00,SAN,12498.00
CU-939,3422.80,08-22,US,D-939,mobile,2023-01-20,2025-11-01T00:00:00,JPM,23117.42
CU-940,3259.13,11-21,CL,D-940,mobile,2022-06-04,2025-11-19T00:00:00,BCI,23478.53
CU-941,263.79,11-21,AR,D-941,mobile,2021-05-23,2025-11-06T00:00:00,GAL,978.85
CU-942,3234.90,08-19,ES,D-942,web,2020-08-22,2025-11-02T00:00:00,BBVA,11259.49
CU-943,2180.41,08-20,ES,D-943,mobile,2023-11-08,2025-11-26T00:00:00,BBVA,7495.97
CU-944,3205.86,10-19,CO,D-944,web,2023-08-14,2025-11-16T00:00:00,BAN,11756.99
CU-945,4048.70,08-19,PE,D-945,mobile,2020-04-12,2025-11-02T00:00:00,BBVA,25554.82
CU-946,875.59,06-21,PE,D-946,web,2023-06-01,2025-11-29T00:00:00,BBVA,3773.95
CU-947,4420.41,11-19,ES,D-947,mobile,2024-07-11,2025-11-29T00:00:00,SAN,34978.24
CU-948,2686.39,11-20,PE,D-948,web,2024-06-01,2025-11-16T00:00:00,BCP,12548.33
CU-949,226.14,08-22,CL,D-949,mobile,2022-10-02,2025-11-08T00:00:00,BCH,1400.32
CU-950,1505.40,11-20,AR,D-950,mobile,2024-05-01,2025-11-29T00:00:00,BNA,7744.44
CU-951,3296.09,09-18,CO,D-951,mobile,2020-12-23,2025-11-16T00:00:00,BOG,11916.22
CU-952,4933.11,10-21,MX,D-952,web,2023-12-18,2025-11-27T00:00:00,SAN,20699.90
CU-953,2134.55,08-21,US,D-953,web,2020-08-05,2025-11-28T00:00:00,BAC,16441.77
CU-954,4539.13,08-19,PE,D-954,mobile,2021-06-21,2025-11-12T00:00:00,IBK,17798.38
CU-955,2240.61,09-18,ES,D-955,mobile,2023-06-06,2025-11-15T00:00:00,SAN,9046.12
CU-956,4538.67,06-18,AR,D-956,web,2021-03-11,2025-11-24T00:00:00,SAN,32734.18
CU-957,1219.51,11-19,CL,D-957,web,2025-11-18,2025-12-28T00:00:00,SAN,7596.08
CU-958,1325.40,09-20,CO,D-958,web,2021-10-16,2025-11-13T00:00:00,BAN,9820.57
CU-959,2106.01,07-22,ES,D-959,web,2023-12-10,2025-11-04T00:00:00,CABK,9453.40
CU-960,3038.55,08-18,CO,D-960,web,2021-02-16,2025-11-22T00:00:00,BAN,9795.80
CU-961,364.83,08-19,PE,D-961,mobile,2023-03-13,2025-11-16T00:00:00,IBK,1813.36
CU-962,1651.35,11-18,PE,D-962,web,2022-04-13,2025-11-28T00:00:00,IBK,10783.80
CU-963,2503.23,10-21,CO,D-963,mobile,2020-03-19,2025-11-23T00:00:00,BAN,13500.48
CU-964,318.84,10-18,CL,D-964,web,2023-11-24,2025-11-11T00:00:00,BCI,1645.55
CU-965,3430.66,06-18,MX,D-965,mobile,2024-11-20,2025-02-24T00:00:00,SAN,22506.36
CU-966,974.41,09-20,PE,D-966,mobile,2022-01-18,2025-11-21T00:00:00,IBK,3386.27
CU-967,565.27,09-22,CL,D-967,web,2025-11-26,2026-02-12T00:00:00,SAN,2953.84
CU-968,654.37,10-22,MX,D-968,mobile,2021-06-09,2025-11-17T00:00:00,BBVA,3211.02
CU-969,790.26,11-21,AR,D-969,mobile,2022-02-04,2025-11-07T00:00:00,GAL,4753.47
CU-970,379.95,08-19,CL,D-970,mobile,2022-10-07,2025-11-29T00:00:00,BCI,2029.81
CU-971,3031.70,10-22,AR,D-971,mobile,2024-10-19,2025-11-05T00:00:00,SAN,10374.29
CU-972,1370.16,08-20,US,D-972,web,2025-11-21,2026-01-08T00:00:00,JPM,6924.85
CU-973,190.02,10-22,MX,D-973,web,2022-11-08,2025-11-20T00:00:00,BAN,877.01
CU-974,4210.96,10-22,CL,D-974,web,2024-12-11,2025-11-18T00:00:00,BCH,32869.03
CU-975,3174.24,08-21,CL,D-975,web,2021-04-25,2025-11-18T00:00:00,SAN,15003.74
CU-976,4956.18,06-21,ES,D-976,web,2021-08-27,2025-11-25T00:00:00,BBVA,25974.62
CU-977,3219.80,08-21,AR,D-977,mobile,2021-06-22,2025-11-12T00:00:00,BNA,12978.97
CU-978,1324.28,09-19,MX,D-978,web,2023-03-14,2025-11-05T00:00:00,BBVA,9114.74
CU-979,4126.08,08-21,US,D-979,web,2021-09-25,2025-11-21T00:00:00,BAC,28412.27
CU-980,1418.36,11-19,CO,D-980,mobile,2020-01-26,2025-11-15T00:00:00,BOG,7453.39
CU-981,593.69,08-18,ES,D-981,web,2025-11-20,2026-02-10T00:00:00,SAN,3876.45
CU-982,4567.03,10-21,PE,D-982,web,2023-05-25,2025-11-28T00:00:00,IBK,28127.76
CU-983,1359.88,11-20,MX,D-983,web,2020-02-27,2025-11-17T00:00:00,BBVA,5502.90
CU-984,1280.30,08-19,PE,D-984,mobile,2021-07-09,2025-11-26T00:00:00,BBVA,8516.66
CU-985,2711.09,07-22,PE,D-985,web,2022-01-09,2025-11-09T00:00:00,IBK,21019.17
CU-986,3675.42,07-21,AR,D-986,mobile,2024-04-06,2025-11-11T00:00:00,BNA,27812.72
CU-987,2105.20,09-18,ES,D-987,web,2021-10-12,2025-11-25T00:00:00,CABK,14748.73
CU-988,3061.47,08-18,US,D-988,mobile,2021-10-21,2025-11-14T00:00:00,BAC,13856.44
CU-989,4871.34,06-21,CO,D-989,mobile,2020-12-19,2025-11-22T00:00:00,BAN,33950.64
CU-990,4947.77,10-20,CL,D-990,web,2023-09-13,2025-11-25T00:00:00,BCH,15642.95
CU-991,2648.90,09-19,AR,D-991,web,2024-04-22,2025-11-27T00:00:00,BNA,20711.98
CU-992,2741.01,07-19,MX,D-992,mobile,2025-11-27,2026-01-16T00:00:00,BAN,13347.88
CU-993,4759.61,07-20,CO,D-993,web,2020-11-19,2025-11-29T00:00:00,BOG,36720.88
CU-994,3995.86,09-20,US,D-994,mobile,2023-06-11,2025-11-27T00:00:00,JPM,21579.44
CU-995,2507.90,06-18,PE,D-995,web,2022-03-27,2025-11-04T00:00:00,BBVA,10017.70
CU-996,1277.53,09-18,AR,D-996,web,2025-11-22,2026-02-26T00:00:00,SAN,4689.30
CU-997,376.37,06-20,CO,D-997,web,2024-10-24,2025-11-01T00:00:00,BOG,1514.35
CU-998,1740.61,09-19,CL,D-998,mobile,2020-02-05,2025-11-26T00:00:00,BCH,8274.31
CU-999,3812.90,10-22,CO,D-999,mobile,2022-03-01,2025-11-05T00:00:00,BAN,19183.64
CU-1000,3878.09,06-18,CL,D-1000,web,2021-07-10,2025-11-07T00:00:00,BCH,29049.30
